Date,Close
2012-12-21,4815.273
2012-12-28,5055.206
2013-01-04,4984.736
2013-01-11,5185.01
2013-01-18,5594.16
2013-01-25,5613.496
2013-02-01,5718.13
2013-02-08,6004.479
2013-02-22,6022.979
2013-03-01,6181.965
2013-03-08,6109.124
2013-03-15,6109.742
2013-03-22,6300.993
2013-03-29,6250.693
2013-04-05,6037.598
2013-04-12,5884.278
2013-04-19,6092.317
2013-04-26,5987.936
2013-05-03,6229.15
2013-05-10,6362.069
2013-05-17,6451.681
2013-05-24,6406.087
2013-05-31,6607.405
2013-06-07,6234.592
2013-06-14,6285.71
2013-06-21,6165.306
2013-06-28,5967.66
2013-07-05,6284.538
2013-07-12,6444.725
2013-07-19,6377.747
2013-07-26,6667.476
2013-08-02,6625.598
2013-08-09,6837.775
2013-08-16,6437.481
2013-08-23,6570.119
2013-08-30,6363.929
2013-09-06,6450.329
2013-09-13,6398.205
2013-09-20,6435.377
2013-09-27,6777.453
2013-10-04,6787.106
2013-10-11,6787.85
2013-10-18,6689.453
2013-10-25,6509.439
2013-11-01,6347.223
2013-11-08,6015.656
2013-11-15,6287.966
2013-11-22,6285.512
2013-11-29,6463.276
2013-12-06,6483.526
2013-12-13,6467.799
2013-12-20,6331.274
2013-12-27,6497.521
2014-01-03,6614.368
2014-01-10,6381.967
2014-01-17,6330.658
2014-01-24,6448.644
2014-01-31,6434.676
2014-02-07,6404.603
2014-02-14,6699.747
2014-02-21,6721.598
2014-02-28,6432.646
2014-03-07,6412.253
2014-03-14,6344.472
2014-03-21,6332.036
2014-03-28,6177.519
2014-04-04,6189.643
2014-04-11,6401.959
2014-04-18,6324.009
2014-04-25,6038.341
2014-05-02,6032.514
2014-05-09,5986.956
2014-05-16,5936.773
2014-05-23,5969.102
2014-05-30,6072.297
2014-06-06,6046.001
2014-06-13,6144.945
2014-06-20,6031.472
2014-06-27,6149.541
2014-07-04,6284.209
2014-07-11,6195.151
2014-07-18,6207.045
2014-07-25,6291.603
2014-08-01,6506.72
2014-08-08,6492.419
2014-08-15,6559.851
2014-08-22,6624.918
2014-08-29,6474.32
2014-09-05,6715.387
2014-09-12,6745.361
2014-09-19,6844.056
2014-09-26,6911.593
2014-10-03,7005.334
2014-10-10,7218.879
2014-10-17,7259.592
2014-10-24,7010.419
2014-10-31,7226.303
2014-11-07,7076.714
2014-11-14,7077.737
2014-11-21,7156.991
2014-11-28,7281.667
2014-12-05,7474.425
2014-12-12,7550.973
2014-12-19,7387.259
2014-12-26,7265.012
2015-01-02,7248.191
2015-01-09,7461.221
2015-01-16,7654.482
2015-01-23,7798.906
2015-01-30,7748.462
2015-02-06,7536.806
2015-02-13,7826.06
2015-02-20,7956.322
2015-02-27,8035.605
2015-03-06,8206.272
2015-03-13,8405.835
2015-03-20,8866.642
2015-03-27,9236.878
2015-04-03,9794.813
2015-04-10,10209.57
2015-04-17,10460.4
2015-04-24,10739.6
2015-05-01,10735.35
2015-05-08,10615.04
2015-05-15,11025.99
2015-05-22,12203.34
2015-05-29,12447.68
2015-06-05,13303.62
2015-06-12,13664.58
2015-06-19,11885.34
2015-06-26,10920.45
2015-07-03,9693.013
2015-07-10,9706.079
2015-07-17,10680.91
2015-07-24,10908.12
2015-07-31,10160.06
2015-08-07,10514.61
2015-08-14,10895.64
2015-08-21,9884.035
2015-08-28,9212.163
2015-09-04,8721.259
2015-09-11,9017.313
2015-09-18,8552.974
2015-09-25,8578.783
2015-10-02,8536.222
2015-10-09,9023.415
2015-10-16,9365.659
2015-10-23,9823.508
2015-10-30,9595.211
2015-11-06,9885.944
2015-11-13,9939.744
2015-11-20,10049.15
2015-11-27,9552.296
2015-12-04,9877.401
2015-12-11,9812.655
2015-12-18,10266.48
2015-12-25,10561.96
2016-01-01,10354.18
2016-01-08,8927.112
2016-01-15,8209.562
2016-01-22,8295.508
2016-01-29,7809.198
2016-02-05,8091.031
2016-02-19,8405.575
2016-02-26,7958.904
2016-03-04,7908.296
2016-03-11,7817.544
2016-03-18,8401.15
2016-03-25,8466.348
2016-04-01,8499.303
2016-04-08,8566.472
2016-04-15,8799.731
2016-04-22,8364.756
2016-04-29,8347.01
2016-05-06,8315.781
2016-05-13,8220.153
2016-05-20,8219.133
2016-05-27,8139.336
2016-06-03,8479.53
2016-06-10,8418.071
2016-06-17,8325.698
2016-06-24,8280.151
2016-07-01,8603.215
2016-07-08,8931.753
2016-07-15,9204.028
2016-07-22,9045.92
2016-07-29,9227.608
2016-08-05,9089.53
2016-08-12,9232.908
2016-08-19,9377.77
2016-08-26,9442.949
2016-09-02,9387.998
2016-09-09,9432.455
2016-09-16,9214.04
2016-09-23,9399.487
2016-09-30,9384.302
2016-10-14,9588.17
2016-10-21,9541.866
2016-10-28,9515.391
2016-11-04,9534.443
2016-11-11,9525.471
2016-11-18,9516.465
2016-11-25,9635.54
2016-12-02,9526.08
2016-12-09,9434.477
2016-12-16,9130.885
2016-12-23,9081.441
2016-12-30,9184.53
2017-01-06,9186.706
2017-01-13,9001.327
2017-01-20,9061.692
2017-01-27,9187.439
2017-02-03,9193.161
2017-02-10,9209.61
2017-02-17,9166.153
2017-02-24,9499.474
2017-03-03,9382.585
2017-03-10,9395.884
2017-03-17,9473.998
2017-03-24,9799.596
2017-03-31,9636.871
2017-04-07,9710.266
2017-04-14,9579.778
2017-04-21,9777.598
2017-04-28,9579.899
2017-05-05,9458.044
2017-05-12,9356.852
2017-05-19,9588.085
2017-05-26,9528.139
2017-06-02,9535.771
2017-06-09,9812.06
2017-06-16,9771.866
2017-06-23,9842.059
2017-06-30,10006.47
2017-07-07,9780.582
2017-07-14,9633.67
2017-07-21,9469.84
2017-07-28,9444.777
2017-08-04,9339.45
2017-08-11,9543.386
2017-08-18,9678.824
2017-08-25,9649.778
2017-09-01,9646.289
2017-09-08,9746.598
2017-09-15,9729.73
2017-09-22,9710.545
2017-09-29,9880.043
2017-10-13,10235.323
2017-10-20,10409.947
2017-10-27,10688.746
2017-11-03,10632.148
2017-11-10,10912.246
2017-11-17,10733.631
2017-11-24,10441.605
2017-12-01,10357.592
2017-12-08,10362.326
2017-12-15,10472.464
2017-12-22,10704.853
2017-12-29,10627.702
2018-01-05,10741.5
