Date,Close
1991-01-04,131.44
1991-01-11,134.6
1991-01-18,134.24
1991-01-25,132.05
1991-02-01,129.51
1991-02-08,130.38
1991-02-15,132.53
1991-02-22,134.87
1991-03-01,132.53
1991-03-08,129.89
1991-03-15,125.17
1991-03-22,122.62
1991-03-29,120.19
1991-04-05,121.54
1991-04-12,119.21
1991-04-19,117.08
1991-04-26,115.56
1991-05-03,112.41
1991-05-10,108.53
1991-05-17,106.75
1991-05-24,110.08
1991-05-31,114.83
1991-06-07,120.47
1991-06-14,124.53
1991-06-21,130.86
1991-06-28,137.56
1991-07-05,135.96
1991-07-12,132.8
1991-07-19,136.7
1991-07-26,140.66
1991-08-02,146.68
1991-08-09,154.1
1991-08-16,161.6
1991-08-23,169.81
1991-08-30,178.43
1991-09-06,187.36
1991-09-13,187.79
1991-09-20,185.92
1991-09-27,181.82
1991-10-04,184.29
1991-10-11,192.85
1991-10-18,202.51
1991-10-25,211.86
1991-11-01,220.72
1991-11-08,231.22
1991-11-15,238.25
1991-11-22,248.53
1991-11-29,259.6
1991-12-06,269.35
1991-12-13,277.0
1991-12-20,282.83
1991-12-27,290.85
1992-01-03,296.52
1992-01-10,301.83
1992-01-17,307.38
1992-01-24,309.05
1992-01-31,313.24
1992-02-07,314.72
1992-02-14,319.68
1992-02-21,359.59
1992-02-28,364.66
1992-03-06,371.76
1992-03-13,376.38
1992-03-20,377.99
1992-03-27,380.77
1992-04-03,381.33
1992-04-10,382.03
1992-04-17,414.42
1992-04-24,414.4
1992-05-01,445.38
1992-05-08,468.11
1992-05-15,544.35
1992-05-22,1339.99
1992-05-29,1234.71
1992-06-05,1105.76
1992-06-12,1171.71
1992-06-19,1171.94
1992-06-26,1164.67
1992-07-03,1189.16
1992-07-10,1188.62
1992-07-17,1125.56
1992-07-24,1142.02
1992-07-31,1052.07
1992-08-07,1005.23
1992-08-14,858.38
1992-08-21,916.25
1992-08-28,848.2
1992-09-04,753.58
1992-09-11,776.29
1992-09-18,754.4
1992-09-25,729.79
1992-10-02,702.32
1992-10-09,660.29
1992-10-16,664.75
1992-10-23,559.73
1992-10-30,507.25
1992-11-06,457.05
1992-11-13,414.09
1992-11-20,401.44
1992-11-27,637.67
1992-12-04,807.02
1992-12-11,722.28
1992-12-18,698.13
1992-12-25,764.28
1993-01-01,780.39
1993-01-08,889.47
1993-01-15,1063.76
1993-01-22,1100.31
1993-01-29,1198.48
1993-02-05,1332.96
1993-02-12,1458.76
1993-02-19,1499.74
1993-02-26,1339.88
1993-03-05,1109.54
1993-03-12,1236.37
1993-03-19,1174.99
1993-03-26,1039.76
1993-04-02,944.01
1993-04-09,1243.02
1993-04-16,1214.75
1993-04-23,1260.25
1993-04-30,1358.78
1993-05-07,1199.81
1993-05-14,1167.47
1993-05-21,1143.97
1993-05-28,972.77
1993-06-04,1004.3
1993-06-11,1047.0
1993-06-18,1005.98
1993-06-25,1006.64
1993-07-02,986.98
1993-07-09,868.57
1993-07-16,846.87
1993-07-23,813.54
1993-07-30,881.07
1993-08-06,855.52
1993-08-13,947.26
1993-08-20,946.54
1993-08-27,894.59
1993-09-03,922.69
1993-09-10,903.56
1993-09-17,881.41
1993-09-24,875.81
1993-10-01,890.27
1993-10-08,874.76
1993-10-15,856.92
1993-10-22,818.81
1993-10-29,814.82
1993-11-05,814.39
1993-11-12,865.97
1993-11-19,924.67
1993-11-26,965.39
1993-12-03,980.67
1993-12-10,978.57
1993-12-17,901.7
1993-12-24,834.39
1993-12-31,833.8
1994-01-07,879.64
1994-01-14,849.23
1994-01-21,812.88
1994-01-28,799.26
1994-02-04,797.86
1994-02-18,769.18
1994-02-25,787.42
1994-03-04,726.3
