Date,Close
2009-01-09,1591.43
2009-01-16,1628.8
2009-01-23,1647.82
2009-02-06,1795.75
2009-02-13,1975.7
2009-02-20,1919.0
2009-02-27,1702.14
2009-03-06,1796.27
2009-03-13,1748.89
2009-03-20,1868.28
2009-03-27,2010.04
2009-04-03,2038.48
2009-04-10,2090.88
2009-04-17,2142.25
2009-04-24,2075.33
2009-05-01,2093.63
2009-05-08,2188.22
2009-05-15,2162.47
2009-05-22,2116.76
2009-05-29,2137.03
2009-06-05,2194.59
2009-06-12,2160.02
2009-06-19,2265.05
2009-06-26,2254.03
2009-07-03,2326.24
2009-07-10,2391.4
2009-07-17,2494.59
2009-07-24,2558.57
2009-07-31,2606.4
2009-08-07,2569.6
2009-08-14,2357.76
2009-08-21,2259.12
2009-08-28,2232.04
2009-09-04,2191.24
2009-09-11,2278.27
2009-09-18,2271.82
2009-09-25,2163.15
2009-10-02,2110.42
2009-10-09,2213.5
2009-10-16,2244.67
2009-10-23,2324.32
2009-10-30,2237.51
2009-11-06,2398.13
2009-11-13,2455.61
2009-11-20,2528.81
2009-11-27,2359.3
2009-12-04,2528.42
2009-12-11,2463.68
2009-12-18,2346.7
2009-12-25,2380.37
2010-01-01,2441.03
2010-01-08,2419.26
2010-01-15,2512.51
2010-01-22,2443.76
2010-01-29,2328.31
2010-02-05,2272.09
2010-02-12,2326.74
2010-02-26,2378.33
2010-03-05,2372.34
2010-03-12,2311.84
2010-03-19,2362.08
2010-03-26,2360.01
2010-04-02,2436.48
2010-04-09,2438.96
2010-04-16,2430.7
2010-04-23,2330.84
2010-04-30,2207.5
2010-05-07,2067.29
2010-05-14,2047.19
2010-05-21,1957.13
2010-05-28,2042.08
2010-06-04,1957.69
2010-06-11,1999.05
2010-06-18,1955.21
2010-06-25,1955.39
2010-07-02,1815.58
2010-07-09,1883.85
2010-07-16,1852.91
2010-07-23,1986.77
2010-07-30,2038.23
2010-08-06,2074.63
2010-08-13,2030.56
2010-08-20,2077.41
2010-08-27,2055.46
2010-09-03,2096.8
2010-09-10,2119.83
2010-09-17,2078.89
2010-09-24,2068.67
2010-10-01,2116.59
2010-10-08,2177.97
2010-10-15,2358.42
2010-10-22,2397.47
2010-10-29,2414.33
2010-11-05,2554.44
2010-11-12,2344.76
2010-11-19,2313.33
2010-11-26,2316.31
2010-12-03,2300.46
2010-12-10,2338.85
2010-12-17,2397.08
2010-12-24,2329.39
2010-12-31,2322.56
2011-01-07,2367.43
2011-01-14,2320.8
2011-01-21,2313.99
2011-01-28,2418.83
2011-02-04,2450.75
2011-02-11,2472.31
2011-02-18,2532.86
2011-02-25,2486.8
2011-03-04,2505.74
2011-03-11,2495.3
2011-03-18,2453.14
2011-03-25,2484.99
2011-04-01,2420.1
2011-04-08,2467.05
2011-04-15,2481.13
2011-04-22,2467.79
2011-04-29,2355.39
2011-05-06,2326.48
2011-05-13,2327.88
2011-05-20,2300.73
2011-05-27,2159.83
2011-06-03,2196.23
2011-06-10,2184.47
2011-06-17,2136.02
2011-06-24,2224.9
2011-07-01,2243.45
2011-07-08,2283.8
2011-07-15,2285.89
2011-07-22,2225.09
2011-07-29,2125.06
2011-08-05,2063.11
2011-08-12,2025.22
2011-08-19,1964.31
2011-08-26,2027.11
2011-09-02,1943.47
2011-09-09,1903.63
2011-09-16,1887.43
2011-09-23,1862.33
2011-09-30,1799.04
2011-10-14,1855.6
2011-10-21,1732.34
2011-10-28,1874.42
2011-11-04,1928.8
2011-11-11,1865.47
2011-11-18,1811.14
2011-11-25,1773.13
2011-12-02,1742.31
2011-12-09,1700.54
2011-12-16,1609.82
2011-12-23,1584.56
2011-12-30,1567.04
2012-01-06,1515.07
2012-01-13,1581.74
2012-01-20,1652.32
2012-02-03,1654.61
2012-02-10,1676.63
2012-02-17,1692.37
2012-02-24,1763.83
2012-03-02,1779.16
2012-03-09,1775.36
2012-03-16,1733.21
2012-03-23,1681.24
2012-03-30,1603.811
2012-04-06,1646.032
2012-04-13,1675.86
2012-04-20,1725.124
2012-04-27,1719.048
2012-05-04,1772.564
2012-05-11,1719.724
2012-05-18,1665.344
2012-05-25,1685.324
2012-06-01,1705.602
2012-06-08,1623.621
2012-06-15,1643.212
2012-06-22,1612.522
2012-06-29,1560.067
2012-07-06,1526.904
2012-07-13,1502.194
2012-07-20,1471.453
2012-07-27,1444.017
2012-08-03,1435.403
2012-08-10,1459.408
2012-08-17,1416.538
2012-08-24,1389.687
2012-08-31,1325.614
2012-09-07,1394.134
2012-09-14,1394.238
2012-09-21,1314.881
2012-09-28,1356.005
2012-10-12,1363.433
2012-10-19,1383.05
2012-10-26,1340.728
2012-11-02,1374.474
2012-11-09,1336.794
2012-11-16,1307.377
2012-11-23,1318.407
2012-11-30,1290.626
2012-12-07,1353.838
2012-12-14,1407.61
2012-12-21,1420.464
2012-12-28,1479.103
2013-01-04,1504.262
2013-01-11,1482.045
2013-01-18,1543.279
2013-01-25,1502.358
2013-02-01,1558.05
2013-02-08,1620.627
2013-02-22,1545.261
2013-03-01,1568.992
2013-03-08,1522.098
2013-03-15,1485.694
2013-03-22,1501.833
2013-03-29,1441.957
2013-04-05,1435.155
2013-04-12,1423.519
2013-04-19,1449.457
2013-04-26,1398.299
2013-05-03,1410.465
2013-05-10,1452.775
2013-05-17,1503.118
2013-05-24,1514.463
2013-05-31,1515.748
2013-06-07,1447.736
2013-06-14,1411.638
2013-06-21,1356.323
2013-06-28,1276.646
2013-07-05,1281.982
2013-07-12,1303.657
2013-07-19,1273.82
2013-07-26,1298.469
2013-08-02,1309.889
2013-08-09,1306.238
2013-08-16,1328.923
2013-08-23,1321.194
2013-08-30,1382.54
2013-09-06,1412.765
2013-09-13,1511.381
2013-09-20,1473.517
2013-09-27,1428.348
2013-10-04,1438.166
2013-10-11,1482.763
2013-10-18,1464.049
2013-10-25,1434.247
2013-11-01,1449.251
2013-11-08,1415.946
2013-11-15,1462.901
2013-11-22,1496.442
2013-11-29,1546.246
2013-12-06,1551.459
2013-12-13,1515.154
2013-12-20,1432.351
2013-12-27,1442.277
2014-01-03,1430.461
2014-01-10,1347.005
2014-01-17,1320.899
2014-01-24,1376.026
2014-01-31,1357.937
2014-02-07,1370.381
2014-02-14,1422.876
2014-02-21,1408.406
2014-02-28,1355.722
2014-03-07,1351.149
2014-03-14,1291.836
2014-03-21,1316.925
2014-03-28,1321.496
2014-04-04,1329.595
2014-04-11,1377.175
2014-04-18,1354.313
2014-04-25,1307.425
2014-05-02,1297.598
2014-05-09,1288.309
2014-05-16,1304.364
2014-05-23,1293.593
2014-05-30,1289.692
2014-06-06,1272.363
2014-06-13,1297.981
2014-06-20,1272.455
2014-06-27,1282.151
2014-07-04,1305.05
2014-07-11,1312.806
2014-07-18,1315.439
2014-07-25,1359.785
2014-08-01,1380.841
2014-08-08,1393.245
2014-08-15,1414.866
2014-08-22,1421.008
2014-08-29,1411.483
2014-09-05,1523.923
2014-09-12,1556.262
2014-09-19,1543.973
2014-09-26,1585.818
2014-10-03,1609.332
2014-10-10,1648.349
2014-10-17,1628.679
2014-10-24,1587.837
2014-10-31,1699.095
2014-11-07,1731.26
2014-11-14,1751.917
2014-11-21,1767.608
2014-11-28,1879.619
2014-12-05,1987.305
2014-12-12,2192.016
2014-12-19,2485.939
2014-12-26,2427.654
2015-01-02,2439.38
2015-01-09,2498.32
2015-01-16,2532.078
2015-01-23,2512.345
2015-01-30,2440.553
2015-02-06,2290.272
2015-02-13,2408.95
2015-02-20,2450.774
2015-02-27,2536.327
2015-03-06,2496.894
2015-03-13,2564.522
2015-03-20,2826.438
2015-03-27,3017.93
2015-04-03,3149.152
2015-04-10,3322.714
2015-04-17,4045.264
2015-04-24,4227.297
2015-05-01,4388.259
2015-05-08,3984.914
2015-05-15,4099.412
2015-05-22,4395.545
2015-05-29,4365.099
2015-06-05,4732.892
2015-06-12,4607.304
2015-06-19,3902.478
2015-06-26,3657.041
2015-07-03,2961.39
2015-07-10,3201.682
2015-07-17,3340.263
2015-07-24,3527.545
2015-07-31,3176.448
2015-08-07,3308.046
2015-08-14,3540.086
2015-08-21,3019.722
2015-08-28,2758.163
2015-09-04,2758.441
2015-09-11,2753.425
2015-09-18,2710.192
2015-09-25,2684.449
2015-10-02,2640.561
2015-10-09,2735.514
2015-10-16,2933.706
2015-10-23,2931.082
2015-10-30,2884.053
2015-11-06,3039.949
2015-11-13,2960.062
2015-11-20,2978.276
2015-11-27,2771.314
2015-12-04,2784.228
2015-12-11,2676.384
2015-12-18,2791.631
2015-12-25,2785.594
2016-01-01,2699.862
2016-01-08,2401.802
2016-01-15,2187.036
2016-01-22,2238.863
2016-01-29,2020.95
2016-02-05,2038.086
2016-02-19,2127.492
2016-02-26,2014.098
2016-03-04,2104.94
2016-03-11,2044.353
2016-03-18,2154.345
2016-03-25,2175.54
2016-04-01,2193.908
2016-04-08,2153.432
2016-04-15,2209.066
2016-04-22,2085.084
2016-04-29,2052.819
2016-05-06,2059.456
2016-05-13,2013.046
2016-05-20,1989.308
2016-05-27,1966.098
2016-06-03,2035.742
2016-06-10,2022.775
2016-06-17,1956.052
2016-06-24,1917.38
2016-07-01,1973.701
2016-07-08,2039.147
2016-07-15,2096.949
2016-07-22,2050.159
2016-07-29,2050.108
2016-08-05,2037.832
2016-08-12,2086.899
2016-08-19,2178.409
2016-08-26,2113.511
2016-09-02,2116.516
2016-09-09,2126.553
2016-09-16,2067.792
2016-09-23,2083.306
2016-09-30,2051.181
2016-10-14,2136.499
2016-10-21,2220.071
2016-10-28,2180.186
2016-11-04,2198.598
2016-11-11,2265.345
2016-11-18,2301.744
2016-11-25,2379.362
2016-12-02,2468.038
2016-12-09,2388.583
2016-12-16,2271.378
2016-12-23,2305.515
2016-12-30,2293.55
2017-01-06,2344.8
2017-01-13,2316.851
2017-01-20,2336.864
2017-01-27,2359.552
2017-02-03,2353.624
2017-02-10,2430.623
2017-02-17,2412.239
2017-02-24,2447.051
2017-03-03,2399.198
2017-03-10,2372.336
2017-03-17,2388.872
2017-03-24,2483.058
2017-03-31,2441.459
2017-04-07,2548.242
2017-04-14,2538.681
2017-04-21,2530.944
2017-04-28,2417.771
2017-05-05,2396.02
2017-05-12,2330.962
2017-05-19,2297.302
2017-05-26,2300.89
2017-06-02,2316.667
2017-06-09,2365.272
2017-06-16,2310.199
